election_name,election_day,polling_place_id,polling_place_name,address_line_1,address_line_2,city,state,zip,formatted_address,ballot_drop_off,dropoff_type,open_at,close_at,county_name
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-10-27 13:30:00,2022-10-27 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-10-28 13:30:00,2022-10-28 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-10-31 13:30:00,2022-10-31 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-11-01 13:30:00,2022-11-01 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-11-02 13:30:00,2022-11-02 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-11-03 13:30:00,2022-11-03 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-11-04 13:30:00,2022-11-04 22:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,886002,Barber County Clerk Office,120 E. Washington Ave,,Medicine Lodge,KS,67104,"120 E Washington Ave, Medicine Lodge, KS 67104, USA",FALSE,,2022-11-07 14:30:00,2022-11-07 18:00:00,Barber County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-19 13:00:00,2022-10-19 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-20 13:00:00,2022-10-20 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-21 13:00:00,2022-10-21 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-24 13:00:00,2022-10-24 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-25 13:00:00,2022-10-25 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-26 13:00:00,2022-10-26 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-27 13:00:00,2022-10-27 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-28 13:00:00,2022-10-28 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-10-31 13:00:00,2022-10-31 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-11-01 13:00:00,2022-11-01 22:00:00,Barton County
Kansas General Election,2022-11-08 0:00:00,885950,Barton County Courthouse (Room 107),1400 Main St,,Great Bend,KS,67530,"1400 Main St, Great Bend, KS 67530, USA",FALSE,,2022-11-02 13:00:00,2022-11-02 22:00:00,Barton County
